City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Campinas,UberX,COMPLETED,2019-11-02 23:07:04 +0000 UTC,2019-11-02 23:12:04 +0000 UTC,-23.1902588,-46.8926328,"Av. Jundiaí, 390 - Anhangabaú, Jundiaí - SP, 13208-051, Brazil",2019-11-02 23:21:10 +0000 UTC,-23.212306,-46.8805067,"R. Pedro Carrilho, 719 - Vila Manfredi, Jundiaí - SP, 13206-410, Brazil",2.61,9.2,BRL
Campinas,UberX,COMPLETED,2019-11-02 22:01:27 +0000 UTC,2019-11-02 22:07:51 +0000 UTC,-23.1693965,-46.9097998,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2019-11-02 22:21:10 +0000 UTC,-23.1215796,-46.8540322,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.52,16.83,BRL
Campinas,UberX,COMPLETED,2019-10-29 00:44:18 +0000 UTC,2019-10-29 00:49:58 +0000 UTC,-23.1665044,-46.9203548,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2019-10-29 01:02:21 +0000 UTC,-23.121499,-46.8539558,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.46,21.95,BRL
Campinas,UberX,COMPLETED,2019-10-26 19:53:51 +0000 UTC,2019-10-26 20:09:52 +0000 UTC,-23.12144,-46.85406,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",2019-10-26 20:27:43 +0000 UTC,-23.17962,-46.89374,"R. Duarte da Costa, 96 - Vila Rafael de Oliveira, Jundiaí - SP, 13201-094, Brazil",7.15,19.27,BRL
Campinas,UberX,COMPLETED,2019-10-26 17:25:32 +0000 UTC,2019-10-26 17:27:40 +0000 UTC,-23.1840217,-46.8544733,"R. Manoel Fernandes Martins, 436 - Nuc Colonial, Jundiaí - SP, 13219-646, Brazil",2019-10-26 17:44:12 +0000 UTC,-23.121565,-46.8539517,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.41,13.07,BRL
Campinas,UberX,COMPLETED,2019-10-18 21:41:18 +0000 UTC,2019-10-18 21:57:18 +0000 UTC,-23.1650902,-46.9065215,"Rod. Vereador Geraldo Dias, 1000 - Vila Hortolândia - Jundiaí - SP, 13214-311",2019-10-18 22:07:48 +0000 UTC,-23.1214721,-46.85403,"Tv. 01 - Chácaras Maltoni, Jundiaí - SP, 13218, Brazil",5.91,16.25,BRL
Campinas,UberX,COMPLETED,2019-10-18 02:52:56 +0000 UTC,2019-10-18 02:59:59 +0000 UTC,-23.2170542,-46.8841854,"R. Jair Peres, 38 - Vila Nova Jundiainopolis, Jundiaí - SP, 13210-730, Brazil",2019-10-18 03:19:12 +0000 UTC,-23.1214909,-46.8539981,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",11.24,27.04,BRL
Campinas,UberX,COMPLETED,2019-10-17 22:34:13 +0000 UTC,2019-10-17 22:36:56 +0000 UTC,-23.1665272,-46.9202845,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2019-10-17 22:50:43 +0000 UTC,-23.2170875,-46.8841275,"R. Jair Peres, 38 - Vila Nova Jundiainopolis, Jundiaí - SP, 13210-730, Brazil",5.74,15.38,BRL
Campinas,UberX,COMPLETED,2019-10-14 21:37:15 +0000 UTC,2019-10-14 21:45:02 +0000 UTC,-23.1651001,-46.9064929,"SP-332, 2760 - Parque Centenário, Jundiaí - SP, 13214-830, Brazil",2019-10-14 21:55:43 +0000 UTC,-23.1215414,-46.8539547,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.91,15.7,BRL
Campinas,UberX,COMPLETED,2019-10-11 21:38:49 +0000 UTC,2019-10-11 21:49:23 +0000 UTC,-23.1651111,-46.9064634,"Rod. Ver. Geraldo Dias, 2755 - Parque Centenário, Jundiaí - SP, 13214-830, Brazil",2019-10-11 22:00:23 +0000 UTC,-23.1215018,-46.8540275,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.92,23.18,BRL
Campinas,UberX,COMPLETED,2019-10-10 00:39:36 +0000 UTC,2019-10-10 00:57:09 +0000 UTC,-23.1679582,-46.9211318,"Engordadouro, Jundiaí - State of São Paulo, 13209, Brazil",2019-10-10 01:11:01 +0000 UTC,-23.1214235,-46.854058,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",7.26,20.97,BRL
Campinas,UberX,COMPLETED,2019-10-09 00:23:19 +0000 UTC,2019-10-09 00:31:33 +0000 UTC,-23.1645218,-46.9110706,"R. Dr. Benedito Storani Neto, 333 - Cidade Santos Dumont, Jundiaí - SP, 13214-390, Brazil",2019-10-09 00:42:43 +0000 UTC,-23.1214813,-46.8540048,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.98,17.95,BRL
Campinas,UberX,COMPLETED,2019-10-08 23:51:34 +0000 UTC,2019-10-08 23:57:50 +0000 UTC,-23.1677269,-46.9174303,"Av. Armando Giassetti, 603 - Engordadouro, Jundiaí - SP, 13214-525, Brazil",2019-10-09 00:02:55 +0000 UTC,-23.1730817,-46.9058738,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",1.40,6.85,BRL
Campinas,UberX,COMPLETED,2019-10-05 20:07:36 +0000 UTC,2019-10-05 20:14:03 +0000 UTC,-23.1703472,-46.8925264,"Av. Antônio Frederico Ozanan, 6000 - Vila Rio Branco, Jundiaí - SP, 13215-276, Brazil",2019-10-05 20:26:26 +0000 UTC,-23.1214539,-46.8539932,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.23,16.48,BRL
Campinas,UberX,CANCELED,2019-10-05 15:51:29 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1482791,-46.8754761,"Avenida Ana Camargo de Oliveira & Rua Francisco Anholon - Jundiaí Mirim - Jundiaí - SP, 13216",1970-01-01 00:00:00 +0000 UTC,-23.149733,-46.8755743,"Avenida Clarice de Souza Almeida, 174 - Jundiaí Mirim - Jundiaí - SP, 13216-730",0.00,0,BRL
Campinas,UberX,COMPLETED,2019-09-28 16:06:23 +0000 UTC,2019-09-28 16:10:20 +0000 UTC,-23.1880023,-46.8790889,"R. XV de Novembro, 1000 - Centro, Jundiaí - SP, 13201-005, Brazil",2019-09-28 16:27:34 +0000 UTC,-23.1214919,-46.8540025,"Tv. 01 - Chácaras Maltoni, Jundiaí - SP, Brazil",8.63,17.72,BRL
Campinas,UberX,CANCELED,2019-09-27 17:31:52 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1531089,-46.8737479,"- Jundiaí Mirim - Campinas - SP, 13106-028",1970-01-01 00:00:00 +0000 UTC,-23.1528528,-46.8752889,"Avenida Humberto Cereser, 223 - Jundiaí Mirim - Jundiaí - SP, 13216-700",0.00,0,BRL
Campinas,UberX,COMPLETED,2019-09-27 16:29:28 +0000 UTC,2019-09-27 16:33:42 +0000 UTC,-23.16507,-46.90655,"Rod. Ver. Geraldo Dias, 2765 - Parque Centenário, Jundiaí - SP, 13214-830, Brazil",2019-09-27 16:43:10 +0000 UTC,-23.11158,-46.87835,"Aglomeração Urbana de Jundiaí, Jundiaí - State of São Paulo, 13215-840, Brazil",5.30,14.34,BRL
Campinas,UberX,COMPLETED,2019-09-26 22:44:20 +0000 UTC,2019-09-26 22:54:43 +0000 UTC,-23.1665261,-46.9205391,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2019-09-26 23:11:31 +0000 UTC,-23.1214364,-46.8540143,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.38,21.76,BRL
Campinas,UberX,COMPLETED,2019-09-22 19:20:21 +0000 UTC,2019-09-22 19:23:56 +0000 UTC,-23.1692665,-46.9090108,"R. Itirapina, 1324 - Vila Hortolandia, Jundiaí - SP, 13214-101, Brazil",2019-09-22 19:37:15 +0000 UTC,-23.1199077,-46.8546953,"R. Profa. Eliza Carelli Mazzei, 436 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",6.43,16.02,BRL
Campinas,UberX,CANCELED,2019-09-22 19:10:03 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1520489,-46.9361833,"Avenida das Indústrias & Rua Hugson - Distrito Industrial - Jundiaí - SP, 13213",1970-01-01 00:00:00 +0000 UTC,-23.1760874,-46.9076649,"Av. Prefeito Luís Latorre, 4860 - Vila das Hortênsias - Jundiaí - SP, 13209-430",0.00,0,BRL
Campinas,UberX,COMPLETED,2019-09-21 16:49:12 +0000 UTC,2019-09-21 16:53:31 +0000 UTC,-23.14985,-46.8763615,"R. Francisco Anholon, 140 - Parque Sao Luiz, Jundiaí - SP, 13216-722, Brazil",2019-09-21 17:01:20 +0000 UTC,-23.1214494,-46.8539763,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",3.70,9.93,BRL
Campinas,UberX,COMPLETED,2019-09-18 00:03:49 +0000 UTC,2019-09-18 00:08:34 +0000 UTC,-23.1673376,-46.9172656,"Av. Armando Giassetti, 269 - Engordadouro, Jundiaí - SP, 13214-525, Brazil",2019-09-18 00:26:33 +0000 UTC,-23.1198553,-46.8547051,"R. Profa. Eliza Carelli Mazzei, 434 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",5.56,16.88,BRL
Campinas,UberX,COMPLETED,2019-09-17 00:04:02 +0000 UTC,2019-09-17 00:07:10 +0000 UTC,-23.167348,-46.9172843,"Av. Armando Giassetti, 269 - Engordadouro, Jundiaí - SP, 13214-525, Brazil",2019-09-17 00:21:42 +0000 UTC,-23.1192767,-46.8547778,"R. Paulo Presotto, 1 - Parque Espelho Dagua, Jundiaí - SP, 13215-865, Brazil",7.15,16.87,BRL
Campinas,UberX,COMPLETED,2019-09-15 22:34:56 +0000 UTC,2019-09-15 22:45:09 +0000 UTC,-23.1694046,-46.909771,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2019-09-15 22:58:56 +0000 UTC,-23.1210995,-46.8524621,"R. Gumercindo Bardi da Fonseca, 3183 - Caxambu, Jundiaí - SP, 13216-757, Brazil",6.57,17.39,BRL
Campinas,UberEATS Marketplace,COMPLETED,2019-09-15 21:06:30 +0000 UTC,2019-09-15 21:32:51 +0000 UTC,-23.1726793,-46.9072531,"Rua Itirapina, 757 - Vila Hortolândia - Jundiaí - SP, 13214-065",2019-09-15 21:32:51 +0000 UTC,-23.1726793,-46.9072531,"Rua Itirapina, 757 - Vila Hortolândia - Jundiaí - SP, 13214-065",0.98,0,BRL
Campinas,UberX,COMPLETED,2019-09-14 15:47:14 +0000 UTC,2019-09-14 15:51:23 +0000 UTC,-23.183526,-46.889124699999996,"Praca Expedicionarios, 1 - Centro, Jundiaí - SP, 13201-827, Brazil",2019-09-14 16:11:52 +0000 UTC,-23.1214818,-46.8540253,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",8.76,29.8,BRL
Campinas,UberX,COMPLETED,2019-09-13 21:26:50 +0000 UTC,2019-09-13 21:33:29 +0000 UTC,-23.1650402,-46.9065276,"Rod. Ver. Geraldo Dias, 2765 - Parque Centenário, Jundiaí - SP, 13214-830, Brazil",2019-09-13 21:43:08 +0000 UTC,-23.1214594,-46.854005,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",5.91,18.63,BRL
Campinas,UberX,COMPLETED,2019-09-13 15:57:40 +0000 UTC,2019-09-13 16:01:52 +0000 UTC,-23.1891356,-46.8905111,"Prç. Tiradentes, 2768 - Anhangabaú, Jundiaí - SP, 13209-009, Brazil",2019-09-13 16:14:16 +0000 UTC,-23.1739788,-46.9291776,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",4.37,13.56,BRL
Campinas,UberX,COMPLETED,2019-09-13 14:57:37 +0000 UTC,2019-09-13 15:02:45 +0000 UTC,-23.1738685,-46.9292343,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-09-13 15:11:21 +0000 UTC,-23.1884883,-46.8909172,"Av. 9 de Julho, 1800 - Anhangabaú, Jundiaí - SP, 13208-056, Brazil",3.18,9.66,BRL
Campinas,UberX,COMPLETED,2019-09-12 23:29:55 +0000 UTC,2019-09-12 23:36:03 +0000 UTC,-23.1665853,-46.9202823,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2019-09-12 23:50:33 +0000 UTC,-23.1214434,-46.854004,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.38,18.71,BRL
Campinas,UberX,COMPLETED,2019-09-12 15:55:36 +0000 UTC,2019-09-12 15:58:19 +0000 UTC,-23.1891951,-46.890476,"SP-332, 1900 - Centro, Jundiaí - SP, 13201-019, Brazil",2019-09-12 16:09:19 +0000 UTC,-23.173902,-46.9291921,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",3.78,10.3,BRL
Campinas,UberX,COMPLETED,2019-09-12 15:18:31 +0000 UTC,2019-09-12 15:27:35 +0000 UTC,-23.1739231,-46.9291638,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-09-12 15:37:45 +0000 UTC,-23.1874875,-46.8882338,"Rua Coronel Boaventura Mendes Pereira, 119 - Vila Boaventura, Jundiaí - SP, 13201-801, Brazil",3.79,10.44,BRL
Campinas,UberX,COMPLETED,2019-09-08 22:28:20 +0000 UTC,2019-09-08 22:35:14 +0000 UTC,-23.1731614,-46.9058406,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-09-08 22:49:45 +0000 UTC,-23.1215688,-46.8539169,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.01,21.31,BRL
Campinas,UberX,COMPLETED,2019-09-06 23:35:14 +0000 UTC,2019-09-06 23:40:18 +0000 UTC,-23.1731561,-46.9058536,"R. Antônio Maximiliano de Almeida, 76 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-09-06 23:55:52 +0000 UTC,-23.1203524,-46.8540659,"Tv. 01 - Chácaras Maltoni, Jundiaí - SP, Brazil",6.96,15.23,BRL
Campinas,UberX,COMPLETED,2019-09-06 15:54:47 +0000 UTC,2019-09-06 16:01:19 +0000 UTC,-23.1853695,-46.8888741,"R. Onze de Junho, 142 - Centro, Jundiaí - SP, 13201-038, Brazil",2019-09-06 16:14:07 +0000 UTC,-23.1738805,-46.9291875,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",3.55,9.99,BRL
Campinas,UberX,COMPLETED,2019-09-06 15:00:56 +0000 UTC,2019-09-06 15:05:26 +0000 UTC,-23.1738995,-46.9291098,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-09-06 15:19:32 +0000 UTC,-23.1853765,-46.8888593,"R. Onze de Junho, 142 - Centro, Jundiaí - SP, 13201-038, Brazil",4.05,10.73,BRL
Campinas,UberX,COMPLETED,2019-09-02 13:15:21 +0000 UTC,2019-09-02 13:23:48 +0000 UTC,-23.1891011,-46.860027,"Av. Jurandir de Souza Lima, 768 - Jardim Pacaembu, Jundiaí - SP, 13218-260, Brazil",2019-09-02 13:47:43 +0000 UTC,-23.1739071,-46.9291406,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",7.90,14.54,BRL
Campinas,UberX,COMPLETED,2019-09-01 22:29:13 +0000 UTC,2019-09-01 22:33:22 +0000 UTC,-23.173037,-46.9059172,"R. Antônio Maximiliano de Almeida, 75 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-09-01 22:46:33 +0000 UTC,-23.1204697,-46.8541073,"R. Profa. Eliza Carelli Mazzei, 522 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",6.90,15.39,BRL
Campinas,UberX,COMPLETED,2019-09-01 19:02:57 +0000 UTC,2019-09-01 19:10:25 +0000 UTC,-23.1677425,-46.911782,"R. Luís Gonzaga Martins de Camargo, 114 - Cidade Santos Dumont, Jundiaí - SP, 13214-400, Brazil",2019-09-01 19:16:20 +0000 UTC,-23.1573078,-46.914489,"R. Lauro Rodrigues de Morães, 108 - Vila Marlene, Jundiaí - SP, 13214-626, Brazil",1.75,7.13,BRL
Campinas,UberX,COMPLETED,2019-08-31 16:47:40 +0000 UTC,2019-08-31 16:52:24 +0000 UTC,-23.1735489,-46.90675,"R. Itirapina, 942 - Vila Lacerda, Jundiaí - SP, 13214-065, Brazil",2019-08-31 17:05:09 +0000 UTC,-23.1214658,-46.8540244,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.02,15.44,BRL
Campinas,UberX,COMPLETED,2019-08-30 21:30:26 +0000 UTC,2019-08-30 21:47:31 +0000 UTC,-23.1213431,-46.8540362,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",2019-08-30 22:13:09 +0000 UTC,-23.1742763,-46.9045093,"R. Itirapina, 487 - Vila Lacerda, Jundiaí - SP, 13214-065, Brazil",11.84,23.57,BRL
Campinas,UberX,COMPLETED,2019-08-30 16:35:04 +0000 UTC,2019-08-30 16:42:14 +0000 UTC,-23.1738674,-46.9291545,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-08-30 16:57:56 +0000 UTC,-23.1255834,-46.8734352,"Rod. Eng. Constâncio Cintra, 4809 - Chácara Itamar, Jundiaí - SP, 13216-605, Brazil",7.03,15.67,BRL
Campinas,UberX,COMPLETED,2019-08-25 22:20:37 +0000 UTC,2019-08-25 22:30:50 +0000 UTC,-23.1694099,-46.909736,"R. Marília, 60 - Vila Hortolandia, Jundiaí - SP, 13214-302, Brazil",2019-08-25 22:52:37 +0000 UTC,-23.1205541,-46.8541228,"R. Profa. Eliza Carelli Mazzei, 524 - Parque Espelho Dagua, Jundiaí - SP, 13215-860, Brazil",7.78,14.58,BRL
Campinas,UberX,COMPLETED,2019-08-21 23:32:24 +0000 UTC,2019-08-21 23:38:24 +0000 UTC,-23.1673522,-46.9173389,"Av. Armando Giassetti, 269 - Engordadouro, Jundiaí - SP, 13214-525, Brazil",2019-08-21 23:50:35 +0000 UTC,-23.1216578,-46.8538447,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.98,15.24,BRL
Campinas,UberX,COMPLETED,2019-08-20 00:48:11 +0000 UTC,2019-08-20 00:58:54 +0000 UTC,-23.16769,-46.91748,"Av. Armando Giassetti, 603 - Engordadouro, Jundiaí - SP, 13214-525, Brazil",2019-08-20 01:12:24 +0000 UTC,-23.12149,-46.85401,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.04,15.46,BRL
Campinas,UberX,COMPLETED,2019-08-18 19:30:50 +0000 UTC,2019-08-18 20:05:54 +0000 UTC,-23.1214898,-46.8540172,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2019-08-18 20:14:38 +0000 UTC,-23.1216434,-46.8536611,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",0.00,5.75,BRL
Campinas,UberX,COMPLETED,2019-08-17 15:12:27 +0000 UTC,2019-08-17 15:22:28 +0000 UTC,-23.1510684,-46.8762769,"Av. Padre Evaristo Afonso, 16 - Parque Sao Luiz, Jundiaí - SP, 13216-724, Brazil",2019-08-17 15:31:25 +0000 UTC,-23.1214735,-46.8539854,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",4.16,10.26,BRL
Campinas,UberX,CANCELED,2019-08-17 15:07:59 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.149095,-46.87621,"Rua Francisco Anholon, 206 - Jundiaí Mirim - Jundiaí - SP, 13216-722",1970-01-01 00:00:00 +0000 UTC,-23.116175,-46.8769067,"Avenida Geraldo Azzoni, 2363 - Jundiaí - Jundiaí - SP, 13215-840",0.00,0,BRL
Campinas,UberX,COMPLETED,2019-08-16 23:31:59 +0000 UTC,2019-08-16 23:34:05 +0000 UTC,-23.1731868,-46.9057782,"R. Antônio Maximiliano de Almeida, 108 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-08-16 23:48:13 +0000 UTC,-23.1214794,-46.8539944,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.05,17.1,BRL
Campinas,UberX,COMPLETED,2019-08-15 16:05:13 +0000 UTC,2019-08-15 16:12:40 +0000 UTC,-23.184678,-46.9670979,"Av. Luiz José Sereno, 421 - Jardim Ermida II, Jundiaí - SP, 13212-210, Brazil",2019-08-15 16:18:12 +0000 UTC,-23.1739742,-46.9291827,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",3.54,10.3,BRL
Campinas,UberX,CANCELED,2019-08-15 16:03:35 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.1809854,-46.9630556,"Rodovia Dom Gabriel Paulino Bueno Couto, 7552 - Aeroporto - Jundiaí - SP, 13212-240",1970-01-01 00:00:00 +0000 UTC,-23.186544,-46.978719,"Jardim Ermida I, Jundiaí - State of São Paulo, Brazil",0.00,0,BRL
Campinas,UberX,COMPLETED,2019-08-15 15:17:34 +0000 UTC,2019-08-15 15:20:51 +0000 UTC,-23.1739039,-46.929286,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-08-15 15:29:52 +0000 UTC,-23.1847407,-46.9711376,"Jardim Ermida I, Jundiaí - State of São Paulo, 13212-117, Brazil",4.73,12.75,BRL
Campinas,UberX,COMPLETED,2019-08-13 17:38:47 +0000 UTC,2019-08-13 17:41:14 +0000 UTC,-23.1874004,-46.8976205,"Av. Dona Manoela Lacerda de Vergueiro, 59 - Parque do Colégio, Jundiaí - SP, 13208-057, Brazil",2019-08-13 17:51:36 +0000 UTC,-23.1739533,-46.92919,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2.79,9.33,BRL
Campinas,UberX,COMPLETED,2019-08-13 17:12:42 +0000 UTC,2019-08-13 17:18:20 +0000 UTC,-23.1738733,-46.9289682,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-08-13 17:26:06 +0000 UTC,-23.1874157,-46.8976528,"Av. Dona Manoela Lacerda de Vergueiro, 39 - Anhangabaú, Jundiaí - SP, 13208-057, Brazil",2.74,9.82,BRL
Campinas,UberX,COMPLETED,2019-08-12 00:23:45 +0000 UTC,2019-08-12 00:31:07 +0000 UTC,-23.1847899,-46.9708821,"Rua Chiara Lubich, 371 - Jardim Ermida I, Jundiaí - SP, 13212-117, Brazil",2019-08-12 00:46:46 +0000 UTC,-23.1214598,-46.8540361,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",10.79,18.65,BRL
Campinas,UberX,COMPLETED,2019-08-11 22:32:53 +0000 UTC,2019-08-11 22:43:47 +0000 UTC,-23.1730798,-46.9058966,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-08-11 22:56:00 +0000 UTC,-23.1847746,-46.9707369,"Rua Chiara Lubich, 371 - Jardim Ermida I, Jundiaí - SP, 13212-117, Brazil",5.88,14.31,BRL
Campinas,UberX,COMPLETED,2019-08-11 15:35:06 +0000 UTC,2019-08-11 15:52:40 +0000 UTC,-23.1847532,-46.970928,"Rua Chiara Lubich, 371 - Jardim Ermida I, Jundiaí - SP, 13212-117, Brazil",2019-08-11 16:02:47 +0000 UTC,-23.1572554,-46.9144474,"R. Lauro Rodrigues de Morães, 95 - Vila Marlene, Jundiaí - SP, 13214-626, Brazil",5.96,11.69,BRL
Campinas,UberX,COMPLETED,2019-08-10 20:33:33 +0000 UTC,2019-08-10 20:39:36 +0000 UTC,-23.187339,-46.885919,"R. do Rosário, 496 - Centro, Jundiaí - SP, 13201-014, Brazil",2019-08-10 20:55:54 +0000 UTC,-23.1847109,-46.9711013,"Jardim Ermida I, Jundiaí - State of São Paulo, 13212-117, Brazil",7.21,13.28,BRL
Campinas,UberX,COMPLETED,2019-08-10 14:28:09 +0000 UTC,2019-08-10 14:32:14 +0000 UTC,-23.15277,-46.8737078,"Av. Antônio Raimundo de Oliveira, 425 - Jardim California, Jundiaí - SP, 13216-645, Brazil",2019-08-10 14:40:06 +0000 UTC,-23.1215158,-46.8539147,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",4.09,8.29,BRL
Campinas,UberX,COMPLETED,2019-08-10 01:09:22 +0000 UTC,2019-08-10 01:19:49 +0000 UTC,-23.11949,-46.85487,"R. Paulo Presotto, 1 - Parque Espelho Dagua, Jundiaí - SP, 13215-865, Brazil",2019-08-10 01:35:59 +0000 UTC,-23.17319,-46.90589,"R. Dr. Jaime Pinheiro de Ulhôa Cintra, 365 - Cidade Luíza, Jundiaí - SP, 13214-114, Brazil",10.84,19.44,BRL
Campinas,UberX,COMPLETED,2019-08-09 20:50:52 +0000 UTC,2019-08-09 20:55:06 +0000 UTC,-23.1738857,-46.9291841,"Av. João Antonio Meccatti, 1259 - Jardim Planalto, Jundiaí - SP, 13211-223, Brazil",2019-08-09 21:34:55 +0000 UTC,-23.1214422,-46.8539937,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",11.13,21.41,BRL
Campinas,UberX,COMPLETED,2019-08-08 23:36:41 +0000 UTC,2019-08-08 23:42:03 +0000 UTC,-23.1665112,-46.9202942,"Unnamed Road - Engordadouro, Jundiaí - SP, 13209, Brazil",2019-08-08 23:58:29 +0000 UTC,-23.1214386,-46.8540298,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.33,15.64,BRL
Campinas,UberX,COMPLETED,2019-08-08 12:07:18 +0000 UTC,2019-08-08 12:21:04 +0000 UTC,-23.1214279,-46.8540542,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",2019-08-08 12:47:32 +0000 UTC,-23.189379,-46.8976474,"Av. Cmte. Videlmo Munhoz, 239 - Anhangabaú, Jundiaí - SP, 13208-050, Brazil",7.99,16.54,BRL
Campinas,UberX,COMPLETED,2019-08-07 00:16:44 +0000 UTC,2019-08-07 00:18:40 +0000 UTC,-23.1673675,-46.9172662,"Av. Armando Giassetti, 269 - Engordadouro, Jundiaí - SP, 13214-525, Brazil",2019-08-07 00:32:12 +0000 UTC,-23.1214834,-46.8539676,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",6.97,12.7,BRL
Campinas,UberX,COMPLETED,2019-08-04 22:45:55 +0000 UTC,2019-08-04 22:47:34 +0000 UTC,-23.1730812,-46.9058012,"R. Antônio Maximiliano de Almeida, 546 - Cidade Luíza, Jundiaí - SP, 13214-120, Brazil",2019-08-04 23:00:32 +0000 UTC,-23.1214794,-46.8539868,"Chácaras Maltoni, Jundiaí - State of São Paulo, 13218-650, Brazil",7.03,15.53,BRL
